Mark,20,portfolio_20_0.por,CplexSepLp,-0.08229515741272639,0.129283666,87,3.1071048442465887e-9,5.5072804094891126e-9,0.0
Mark,20,portfolio_20_0.por,GurobiSepLp,-0.08289863128432814,0.029311617,51,0.0006317066410563982,4.440892098500626e-16,0.0
Mark,20,portfolio_20_0.por,CplexTowerLp,-0.08229518684446746,0.067686494,66,2.6085750413906705e-8,8.525565542427671e-8,0.0
Mark,20,portfolio_20_0.por,GurobiTowerLp,-0.08291458131202531,0.022574529,32,0.0005862927470433529,9.992007221626409e-16,0.0
Mark,20,portfolio_20_0.por,CplexTowerSepLp,-0.08229517068424573,0.116249273,90,1.304359065895655e-8,2.5668517977806005e-8,0.0
Mark,20,portfolio_20_0.por,GurobiTowerSepLp,-0.08237706411359004,0.061539219,29,7.758963742932057e-5,0.0,0.0
Mark,20,portfolio_20_0.por,CplexQcp,-0.08229515318643474,0.11391645,23,1.0991277332728089e-11,2.0157164826173357e-10,0.0
Mark,20,portfolio_20_0.por,GurobiQcp,-0.08229514944043928,0.049430961,23,0.0,1.1102230246251565e-14,0.0
Mark,20,portfolio_20_10.por,CplexSepLp,-0.08418996642942486,0.031440949,25,1.4423562184895378e-8,2.5979965956324236e-8,0.0
Mark,20,portfolio_20_10.por,GurobiSepLp,-0.08459773899303166,0.016353179,11,0.0005477472598777872,1.1102230246251565e-15,0.0
Mark,20,portfolio_20_10.por,CplexTowerLp,-0.08418996464573045,0.03723375,29,1.2596988965829503e-8,5.169523431547418e-8,0.0
Mark,20,portfolio_20_10.por,GurobiTowerLp,-0.08464981407542409,0.01666937,12,0.000556985159484609,0.0,0.0
Mark,20,portfolio_20_10.por,CplexTowerSepLp,-0.08418995705291935,0.066524507,26,5.2410088144383415e-9,1.8810284885262263e-8,0.0
Mark,20,portfolio_20_10.por,GurobiTowerSepLp,-0.08420294662574906,0.03639896,20,2.2914489450749642e-5,0.0,0.0
Mark,20,portfolio_20_10.por,CplexQcp,-0.08418995193426478,0.097970556,21,1.1703298052889721e-11,4.882250159710111e-11,0.0
